Grupo;Situação;Ano Formação;Líder;Instituição;Unidade;Área predominante;UF;Repercussão;Linhas de Pesquisa;Instituições Parceiras;Indicadores de RH;link
A Comunicação Pública da Ciência e o Terceiro Setor (ComCienTeS);Certificado;2020;Diogo Lopes de Oliveira;Universidade Federal de Campina Grande - UFCG;;Ciências Sociais Aplicadas, Comunicação;PB;O grupo tem publicado artigos nas área de comunicação pública da ciência e suas interfaces com ONGs, além de combater a desinformação nas redes sociais, em parceria com grupos nacionais e internacionais. Além disso, o grupo fomenta discussões nos projetos de extensão da Revista Lynaldo de divulgação científica da Universidade Federal de Campina Grande (UFCG) e o "Baile de Ciência nas Favelas", programa desenvolvido junto à Central Única das Favelas. Em abril de 2023, o líder deste grupo foi a Roterdã, na Holanda, participar da PCST Conference Creating Common Ground (https://pcst2023.nl). Lá, irá apresentar o trabalho "Recreational resources to combat the misinformation and disinformation around Covid-19 in Mexico", um trabalho conjunto com a equipe do professor Miguel García Guerrero, da Universidad Autónoma de Zacatecas (UAZ), no México. O intuito do grupo é gerar bons debates e provocar a reflexões na sociedade sobre temas fundamentais para a vida em sociedade por meio da ciência;;;;http://dgp.cnpq.br/dgp/espelhogrupo/583147
